SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0231695,Springhill Rd Lot 305 / Giacci,Springhill Rd Lot 305 Parkfield / Giacci,Mine,Openpit,Operating,J03786,Harvey / Giacci,115.705522999999999,-33.167838000000003,379300,6329360,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20230306
S0231743,Green Head/Yarra Sand,Green Head / Yarra Sand,Mine,Openpit,Operating,J02031,Green Head Limesand,115.003692999999998,-30.103815000000001,307642,6668030,50,Lsd Lst-Lsd Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"COOROW, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20230306
S0231755,Corberding Rd Lot 442 and 3387,Corberding Rd Lot 442 and 3387 / Woodbine,Mine,Openpit,Operating,J04556,Brookton Gravel / Woodbine,116.950547000000000,-32.347335000000001,495347,6421063,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2233,BEVERLEY,SI50-02,PINJARRA,"BROOKTON, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0231758,Jandabup Sand 2 / Urban Resources,Jandabup Sand 2 / Urban Resources,Mine,Openpit,Operating,J04314,Jandabup Sand / Urban Resources,115.864543999999995,-31.721095999999999,392424,6489918,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0231765,Savannah North,Savannah North,Mine,Decline,Operating,J00656,Savannah Nickel,128.017007000000007,-17.338411000000001,395552,8082741,52,Ni Cu Co,Steel alloy metal,NICKEL,Savannah North,Y,"Ni, Cu, Co",Y,,Operating Mine,Public,4563,TURKEY CREEK,SE52-06,DIXON RANGE,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,"Lamboo Province, Central Zone",20230306
S0231766,Karari UG,Karari Underground Main and Exploration Declines,Mine,Decline,Operating,J02241,Carosue Dam - Khartoum,122.359234000000001,-30.159172999999999,438298,6663403,51,Au Ag,Precious metal,GOLD,Karari,N,,Y,,Operating Mine,Public,3337,MULGABBIE,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Eastern Goldfields Superterrane,20230306
S0231780,Manypeaks Lime 2/WALCO,Manypeaks Lime 2 / WALCO,Mine,Openpit,Operating,J04522,Manypeaks Lime / WALCO,118.203208000000004,-34.896850000000001,609935,6137735,50,Aglime Lst Lst-Lsd,Industrial mineral,LIMESTONE - LIMESAND,Manypeaks Lime,Y,"Aglime, Lst, Lst-Lsd",Y,,Operating Mine,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20230306
S0231802,Lot 1433 Newdegate-Ravensthorpe Rd,Lot 1433 Newdegate-Ravensthorpe Rd / Webster,Mine,Openpit,Operating,J04562,Ravensthorpe Gravel / Webster,120.020195000000001,-33.537542999999999,223290,6285141,51,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20230306
S0231817,Cowcowing Lakes South M70/173 M70/1078,Cowcowing Lakes South M70/173 M70/1078,Mine,Openpit,Operating,J00810,Cowcowing Lakes South - Wyalkatchem / Westdeen,117.347960999999998,-31.014296000000002,533214,6568762,50,Gp,Industrial mineral,GYPSUM,Cowcowing Lakes South,Y,Gp,Y,,Operating Mine,Public,2335,DOWERIN,SH50-15,KELLERBERRIN,"WYALKATCHEM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0231819,Albany Sand 1/AL,Albany Sand 1 / Albany Landscape,Mine,Openpit,Operating,J04563,Albany Sand / Albany Landscape,117.857309000000001,-34.950645000000002,578279,6132095,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20230306
S0231820,Albany Sand 2/AL,Albany Sand 2 / Albany Landscape,Mine,Openpit,Operating,J04563,Albany Sand / Albany Landscape,117.858984000000007,-34.950074999999998,578432,6132157,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20230306
S0231821,Albany Sand 3/AL,Albany Sand 3 / Albany Landscape,Mine,Openpit,Operating,J04563,Albany Sand / Albany Landscape,117.857939000000002,-34.949641000000000,578337,6132206,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20230306
S0231828,Attwell Rd Lot 50/Attwell ,Attwell Rd Lot 50 Cuthbert / Attwell,Mine,Openpit,Operating,J05404,Albany Sand / Attwell,117.787559000000002,-35.027389999999997,571843,6123636,50,Lsd Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20230306
S0231829,Mokerdillup Rd Lot 42,Mokerdillup Road Lot 42 Wandillup,Mine,Openpit,Operating,J04566,Wandillup / Taylor,116.096523000000005,-34.054307000000001,416618,6231454,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2129,MANJIMUP,SI50-10,PEMBERTON,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0231830,Sandalwood Rd Lot 67/Carbone,Sandalwood Rd Lot 67 Brunswick / Carbone,Mine,Openpit,Operating,J06341,South West Operations EIL  / Carbone,115.909154999999998,-33.188775999999997,398313,6327255,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0231851,Freeman St Lot 432,Freeman Street Lot 432 Sinclair (South),Mine,Openpit,Operating,J04569,Esperance Limestone / Abel,121.871594000000002,-33.865223999999998,395627,6252215,51,Lst Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Recherche Supersuite,20230306
S0231981,Magenta Dolomite/Grant,Magenta Dolomite / Grant,Mine,Openpit,Operating,J04160,Lake Cobham Dolomite / Grant,119.259041999999994,-33.445405000000001,709985,6297051,50,Dol Aglime Cali,Industrial mineral,DOLOMITE,Magenta,Y,"Dol, Aglime, Cali",Y,,Operating Mine,Public,2731,NEWDEGATE,SI50-08,NEWDEGATE,"LAKE GRACE, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0231982,Newdegate-Ravensthorpe Rd/MRWA,Newdegate-Ravensthorpe Rd Lot 1337 / Main Roads,Mine,Openpit,Operating,J04577,Esperance-Dundas-Ravensthorpe / Main Roads,119.991701000000006,-33.458371999999997,778068,6293891,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2831,KING,SI50-08,NEWDEGATE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20230306
S0231998,Lort River/ Esperance Shire,Lort River Quarry / Esperance Shire,Mine,Openpit,Operating,J04498,Esperance Shire,121.416056999999995,-33.408974000000001,352714,6302252,51,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3131,LORT,SI51-05,RAVENSTHORPE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Scaddan Embayment,20230306
S0232000,Fraser Range/MRWA,Fraser Range / Main Roads,Mine,Openpit,Operating,J04577,Esperance-Dundas-Ravensthorpe / Main Roads,122.850583000000000,-32.011501000000003,485889,6458280,51,Agg Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3433,FRASER RANGE,SI51-02,NORSEMAN,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Fraser Zone,20230306
